symbol,ann_returns,ann_vol,ann_daily_variation,ann_max_drawdown,sharpe_ratio,beta,clusters
NRG,0.20125794253719845,0.22647673809335117,0.2926193027799058,0.16685714067854923,0.814269609808143,0.2984508469623114,0
NSC,0.09444634550463318,0.1283785486747741,0.21520713438879976,0.18636263610197296,0.702827330651905,0.46549896705942295,0
NTAP,0.1342313936957584,0.23966925396492061,0.27072887646947974,0.4554155669243959,0.6124623028419119,0.6439765827641526,1
NTRS,0.031387584872052315,0.10982708332808172,0.21011931841923,0.24709276609775577,0.4841496788179548,0.5225867340072531,2
NUE,0.021721990969303384,0.16095512277539853,0.26249892299649735,0.2571790098026803,0.36433197849291704,0.536690065731046,2
NVDA,0.1554149439348045,0.38172549755618035,0.3960586618889087,0.5504341736491355,0.6351854480440202,0.8822183777125783,1
NVR,0.12016950990635902,0.17622219666343913,0.30841739357030173,0.40101395656855965,0.7341938174149877,0.16553376193612745,0
NWL,0.024028051243910276,0.36756154059859203,0.3443382806681363,0.7540036433902194,0.18618197254305097,0.466172519900893,1
NWS,0.04749827515282645,0.12399450729637296,0.23347966309854037,0.3184393935706314,0.4929997590863871,0.4356625160911943,2
NWSA,0.04910116848309698,0.13008958322150377,0.2338525326353356,0.31693071976773746,0.492764931721574,0.4387559209721684,2
NXPI,0.03515628807622481,0.21661606470668482,0.20756373816493753,0.43149867308270207,0.4874675112456055,0.6807336417267278,1
O,0.059267289291241976,0.05182914996191812,0.16395170343162283,0.14813298537915615,0.6114246164095769,0.14306218558745554,0
ODFL,0.11414717492384122,0.15195498505885485,0.2785782898500486,0.2605848446778631,0.741591300716744,0.48445660295414616,0
OKE,0.051263442578267565,0.10583575833213343,0.21494099368492423,0.2127306986777447,0.5909404408504797,0.38289144948975684,0
OMC,0.008610918147265584,0.0870609764843206,0.18218127830322914,0.17104469691972057,0.3782579517700141,0.33571043173310505,2
ON,0.10118004648168458,0.3036910154667498,0.37285418249063607,0.4271173572325825,0.6025857890418834,0.8536390358585028,1
ORCL,0.06003800658266534,0.09797080278158171,0.16012819078364757,0.11714913453283934,0.5733002419472617,0.4525068481328926,0
ORLY,0.05861710424383937,0.17671725415438755,0.25435457800484584,0.35065734366624746,0.567028227081189,0.27590429485903256,2
OXY,0.028473452871193766,0.14376224255870068,0.2310194139096223,0.5164713936239513,0.1986919031411397,0.40339321825938995,2
PARA,0.009049176867597236,0.1517288146384484,0.2666030470414562,0.44544402234037894,0.17821776421718452,0.47963562461587306,2
PAYC,0.33008550172160656,0.289388409751224,0.3631663607870417,0.26709387627235315,0.9720327359662922,0.5936028422916021,0
PAYX,0.05466101361732689,0.04470053852566258,0.1584290302814492,0.10018808456737033,0.6499521108754889,0.3950693869313744,0
PCAR,0.04081591979285823,0.11574747431976062,0.21732578238498398,0.24219626624624185,0.5306948543493877,0.4920633448083991,2
PCG,0.02128691199069785,1.0,0.5701631090517594,1.0,0.2659756044274909,0.3236968157710638,1
PEAK,0.047038571704978716,0.0828431964130405,0.20246813814226985,0.27485053316016794,0.5361587109459147,0.10859846103843623,2
PEG,0.05890291003622036,0.01796636738132515,0.14484949958542334,0.02860744246872718,0.6737300760165774,0.1663971379866967,0
PEP,0.0453853119763836,0.01146204378450194,0.119278224088683,0.13594486828982313,0.6370092315766426,0.24784899446228273,0
PFE,0.050173202106819276,0.044597171474844766,0.15264731873265888,0.17646102156136928,0.5462579158744313,0.3190332014449022,0
PFG,0.03248683333054378,0.12231707773367279,0.2135430418493621,0.40004827054714687,0.3863705188425993,0.561666383343561,2
PG,0.06229584273284264,0.030508098489051727,0.114674853828382,0.16580139045388625,0.70262699816046,0.24593322390469938,0
PGR,0.13583442884120864,0.08931904494163101,0.16924688269968569,0.15772070498482033,0.8366063001248696,0.37804571044263013,0
PH,0.054124799605254625,0.13328131013902317,0.21565341439736466,0.27007271150523815,0.5774109258157101,0.6247939518036632,2
PHM,0.11552755568939574,0.148598093007192,0.2738771078072987,0.36416341486266574,0.7403335206959822,0.24413028813015164,0
PKG,0.05493463214475128,0.12678627229668293,0.22211847778210733,0.34244848684605755,0.5337519115882521,0.4346158402477286,2
PKI,0.0861860696746897,0.11790398307034555,0.19399808614083716,0.20131559566331125,0.6867220287757276,0.5440673953753065,0
PLD,0.08374457577013508,0.06608488230538564,0.17656267943770987,0.10642672141259218,0.7474274925716373,0.28428255259621943,0
PM,0.03639645937784264,0.11785927514262634,0.18868686143308525,0.38381149654305546,0.40515300685143496,0.28978051774623603,2
PNC,0.047132954897716045,0.08405052978506339,0.19236691865351355,0.26053566165616443,0.5807975338024629,0.4244843276586016,2
PNR,0.03178077337752139,0.10921992364262867,0.19313355067513807,0.22819207208131864,0.4841649380300752,0.557124270814374,2
PNW,0.03904840044134733,0.02092318505553506,0.14340792809957836,0.11305634227700234,0.538479379932674,0.1355214046126364,0
PODD,0.27999306899336673,0.31388653128004124,0.40256546027677054,0.28225341511465835,0.8674035844706565,0.40869700911805834,0
POOL,0.10387639849765948,0.10529643441478426,0.2400288799748396,0.14375850586124994,0.7760676405120752,0.32585214088618025,0
PPG,0.047216293425045436,0.08599692797285219,0.1686293045962459,0.139331016493865,0.5701677344924994,0.41385603547973476,0
PPL,0.024897342791031007,0.04666814041789788,0.1557995772182494,0.2919808109215535,0.48600215382114986,0.21794372823576064,2
PRU,0.02450054464166257,0.11873565972968642,0.19500030389232584,0.3262836511806924,0.35889918061034976,0.5745412573509346,2
PSA,0.030742620756777667,0.04934508972775892,0.17104408279792815,0.14802245607821063,0.3989403527263281,0.07247318539955494,2
PSX,0.05025643357660539,0.0992715204980773,0.20196061810042662,0.3098123455302259,0.5404764908659692,0.45053278796524016,2
PTC,0.1139419978433859,0.2239516540327796,0.27932923112542696,0.3746932710552648,0.5646012491276995,0.6101173870509393,1
PWR,0.02672166997082162,0.1339913359664361,0.23687456071481103,0.24642758675034304,0.4463749823883768,0.4937305711675868,2
PXD,0.014864115544990758,0.24164127026577437,0.3213514562386246,0.4130432391594987,0.3121589726065502,0.5846529325862301,1
PYPL,0.16625638651686778,0.17895546957374164,0.2506965504390035,0.1346461617161642,0.8033986899061555,0.5283613228536654,0
QCOM,0.05828962559368292,0.2444502038495801,0.2511502192440571,0.2879763762167413,0.5258661960814677,0.5048613248226506,2
QRVO,0.1103542039315471,0.27871798206420745,0.32524959562467537,0.3123858880671612,0.6394453610866653,0.6333166525050344,1
RCL,0.06859368911449315,0.1600951995365832,0.24690031523528713,0.2727109845460678,0.6127172531864515,0.4886478078794911,2
RE,0.036973536069540486,0.08673672800514437,0.18502989330578926,0.15720722002565107,0.5381853903248013,0.22071493955621366,0
REG,0.012307805703455882,0.06381018968765509,0.19539539669729297,0.14265383925183758,0.3593298118738505,0.2087570936218045,2
REGN,0.0389580586004481,0.21006070218510653,0.33868115342344907,0.45757757033088076,0.364737536362817,0.4657122300738494,1
RF,0.043036288435581965,0.14616200046398203,0.2615894406996786,0.3192374639870145,0.48022116086169275,0.5210996624397256,2
RHI,0.06266323197342663,0.16268250960197705,0.22163798963053835,0.2829613301454393,0.5061405724912229,0.5390074987876692,2
RJF,0.047654686877799335,0.1275766444232896,0.2195129224235469,0.25917479567513385,0.5114904835560751,0.5389294531069506,2
RL,0.06034920972263985,0.2394980552640555,0.306386010736877,0.3624856066245953,0.5031479722155358,0.5309500154265786,1
RMD,0.14115557235382034,0.1638060592852204,0.1819989099015588,0.1576039664980009,0.8078592635453907,0.3529048896177329,0
ROK,0.05664584872200076,0.14468304653023295,0.21390306080324076,0.2520818251424234,0.5794546011166404,0.5525546969162861,2
ROL,0.09340926234530758,0.0954658625995462,0.1784795334068797,0.2180442245540507,0.6081623000659533,0.34070809608470715,0
ROP,0.10134059443151128,0.07224038650447481,0.16902286386179058,0.13774168291871416,0.7882642218635387,0.4249184344007974,0
ROST,0.07878406237239641,0.13083274200408834,0.22022902721995666,0.20014746466375993,0.6704290776160906,0.43580542644412823,0
RSG,0.06575151136932753,0.0015101556659624094,0.10339296962177327,0.021256594238445295,0.8027344140676986,0.21924710167248068,0
RTX,0.04769999096543162,0.07201290723966985,0.15897641212032304,0.2211077745253306,0.6016822522029566,0.49248607721157683,0
SBAC,0.13455325874450833,0.08450226996954979,0.21642104128567954,0.08505187800554012,0.8504231744682957,0.17482098769188856,0
SBUX,0.08282505080358984,0.0832700325074438,0.16180685299754097,0.16894590748274346,0.6760771501415797,0.33629808174645837,0
SCHW,0.049368054542887646,0.1678929498415352,0.24560187003279946,0.36443115561354966,0.4550600754036195,0.5460393035337658,2
SEDG,0.4038718215925362,0.499782047003553,0.5334204240665508,0.4948160410144212,0.878741710234454,0.2769559099610325,1
SEE,0.009121284766378496,0.12353762218930109,0.20344348897333683,0.33334194144073637,0.2870709679913781,0.2914537416036579,2
SHW,0.10978864502612956,0.09021962561193791,0.1863636451309518,0.17072231660304493,0.7936490280885405,0.3638401976865805,0
SJM,0.011506803386745562,0.11188783323966789,0.20347299086079015,0.26002383919468147,0.2837744120311448,0.16016130454406163,2
SLB,0.003779654673799565,0.1665438355242128,0.2605543814130812,0.6090839447511552,0.09081143068142639,0.6014705525216864,1
SNA,0.014799544969060469,0.12288412827237866,0.2023331350706907,0.21638031418913956,0.38480620700233203,0.48129669649138757,2
SNPS,0.1275036045758061,0.10847035878848699,0.19276543060471343,0.1648739597715832,0.834432680633559,0.5752065043227543,0
SO,0.04973582940437565,0.020458346729793075,0.13436594040250494,0.10392285496351833,0.6551081009805111,0.11863107695434277,0
SPG,0.015236423447598235,0.07598343334508159,0.20253808731449344,0.14034543807508518,0.3039047942536399,0.2464278660670314,2
SPGI,0.14101958058896338,0.07606745265791778,0.17108385013526597,0.19575722154560504,0.9522800624012383,0.42370285590854345,0
SRE,0.061848446092411,0.054198101435006835,0.1542075651155983,0.08765318648331907,0.6688549368845661,0.18080116257690898,0
STE,0.11965081713882683,0.06304290212892041,0.17411028795292954,0.09879982571692386,0.8923062602241018,0.3443162147991946,0
STLD,0.044860263734233574,0.2398220855108989,0.3563270408217646,0.4799746369025254,0.37277490440367833,0.5990482213467847,1
STT,0.04463763090427883,0.14703521915632561,0.22355066770009976,0.5389168292262968,0.4027846842284425,0.4851915247197032,1
STX,0.07569523054963373,0.28288098130636175,0.33562650982833153,0.35667374058047907,0.5752476530859336,0.5956923073516566,1
STZ,0.05248299044959706,0.12120119389693046,0.1877912331604039,0.30403188813798326,0.4895699239657241,0.3099272791119417,2
SWK,0.05359368039324511,0.15834949490194938,0.21210974535734387,0.3349805981038033,0.5642325206918931,0.7101863681871282,1
SWKS,0.06782647097078351,0.23662296910877129,0.2873257328370856,0.4431644525943287,0.5678137109808842,0.6600297939473136,1
SYF,0.011301677232774449,0.1688509741003133,0.24239552354450897,0.4055688777816444,0.38381167879654554,0.4863934106148937,2
SYK,0.08513896431258583,0.0810441444629828,0.1617793366086378,0.11804862779780692,0.7167693961401849,0.4084350357339548,0
SYY,0.06483738290733809,0.055548794786523886,0.13773329262376072,0.1365728274976955,0.6908142741286296,0.23015117163155457,0
T,0.01596031698552125,0.07749791895911579,0.15454702762611006,0.2144739627111822,0.43420962729665624,0.2707629801534571,2
TAP,0.004438155509350561,0.14341674654733078,0.20968437984413899,0.4548808988085893,0.11311963620730878,0.32061979486178516,2
TDG,0.1522086823783055,0.14960158275636243,0.23269202433112032,0.10738323866539051,0.8562724418357138,0.47219160369076535,0
TDY,0.15887602807401094,0.10411038748988372,0.2134348885694448,0.16368397225864134,0.9491459788230825,0.394766638040415,0
TECH,0.10965416417675389,0.1223841618564015,0.25190737976953004,0.3036581621516846,0.7638046594818073,0.507787728770492,0
TEL,0.05573943669773504,0.09037678458758663,0.17460593119847748,0.27158240311462767,0.5817934264986255,0.5035713289316891,2
TER,0.15271861000968787,0.26838503650157186,0.295412808995152,0.3825573915610726,0.7346630286303628,0.6303515071188266,1
TFC,0.03289403928880966,0.08102049354469992,0.18755521612072254,0.18490440676169084,0.5206945832843255,0.42730299493284835,2
TFX,0.12478947852525266,0.13610591599661181,0.23836509819652577,0.13641839400991188,0.7978361600947723,0.37987487072308135,0
TGT,0.09016756226653552,0.21698926228092114,0.23665020804632728,0.2582669020398509,0.6289577593318011,0.33180549087266586,0
TJX,0.06876433620670414,0.07928092787010499,0.1864162177063239,0.19550236091965334,0.6808969881089117,0.4121013758017118,0
TMO,0.11599756603427422,0.09357131774720379,0.1772752876988956,0.09830814391724463,0.8290053443246491,0.49282929785588075,0
TMUS,0.04435744949799772,0.11843291643850884,0.21747918957457432,0.11880802985563185,0.5165920370419194,0.3325936100028377,2
TPR,0.05846594096458696,0.2712944419015243,0.2835210625546457,0.6291332410503397,0.33033318076731194,0.6657211772503118,1
TRGP,0.015783619245621605,0.2303359803256415,0.3246559603760002,0.3711778999185978,0.3399899956063765,0.5759066502109927,1
TRMB,0.05104825002406321,0.16381175761464406,0.24565357476554742,0.283303202556692,0.5124703757392114,0.5723592105169328,2
TROW,0.07481034225970559,0.11172011614622435,0.2082650603698946,0.2633817345661412,0.6727274719032248,0.5484987288592842,0
TRV,0.036090323221518394,0.04186516484448982,0.13823630953739674,0.16751433202695298,0.49052671226498623,0.297376351884394,2
TSCO,0.05378563217139962,0.15932854190380724,0.27431456723163705,0.3038363803994163,0.47850807484923413,0.38771298649846886,2
TSLA,0.09560349610496519,0.4469684194780832,0.4421754583400652,0.5210431569741845,0.5847734503562765,0.5292800726504819,1
TSN,0.055450183016569815,0.11515063390327951,0.21517657420665706,0.34160136118300516,0.5877085973904547,0.2253330653319509,2
TT,0.0828779523697101,0.08380412636117873,0.17932771013331147,0.10595019286127663,0.7272856021891505,0.42585261998703133,0
TTWO,0.152041055909271,0.27484501998417854,0.3495800634039894,0.34819172942256676,0.6956788695733263,0.4348144856344488,0
TXN,0.08582406471318546,0.14914407043886746,0.20909970951377746,0.18746392123580857,0.6669141304466071,0.5668624098172855,0
TXT,0.0468545130241213,0.13669925959216517,0.21227881349173952,0.3726920513588972,0.32100857860897886,0.6076059817105202,2
TYL,0.10168573753519652,0.10238869040681237,0.21933142492539418,0.2551843323240346,0.7774758343569235,0.3833490467685869,0
UAL,0.033581073004480294,0.1892618990630145,0.2694873992599176,0.2503823345878531,0.4534822477482345,0.4406141095582127,2
UDR,0.05336926847694651,0.029041090294700533,0.1514900543840266,0.09726751898885261,0.6183667057505315,0.16903469562828163,0
UHS,0.04671485231863831,0.1181804099251409,0.224322175399061,0.1802476909163812,0.5187572603448385,0.30956232949232126,2
ULTA,0.04276323799554821,0.27652386625854697,0.303021082886459,0.356550866895361,0.38049021745122774,0.42687236560855474,2
UNH,0.08557478867874563,0.09965049325065622,0.19469344332840074,0.17715099141443802,0.7131536000639942,0.310398294160938,0
UNP,0.08397093596549401,0.11819536572126604,0.1986592753182754,0.15270905708242444,0.6956805107388628,0.49417447785277574,0
UPS,0.021046530967918003,0.1087903296735615,0.1696349967081714,0.2562919867789728,0.4220967373045842,0.44076646018260657,2
URI,0.07001758668678792,0.29134557408240536,0.3635795611012157,0.47274578831941616,0.524863952645715,0.8428873260466054,1
USB,0.027472047259575166,0.03782846008335797,0.15044884375777506,0.16865050642197899,0.5018496192754686,0.3864427975838843,2
V,0.12709973965785434,0.07445522713632424,0.15066048901062598,0.12063982629645251,0.9062804295352801,0.43409314934263016,0
VFC,0.1039657171896641,0.13477274836668657,0.1989594381398432,0.23887331439815623,0.7421920216479732,0.4835403629854198,0
VICI,0.04096550123393369,0.08522884572927625,0.1896351257410047,0.15036193426893657,0.6529432716013488,0.21904242122495513,0
VLO,0.0814946152570715,0.1554640007578994,0.2607934145051518,0.40649030916028983,0.5436737423054615,0.5685383977222451,1
VMC,0.02562857063841939,0.16911247117558764,0.2713915864668063,0.3626272513500501,0.4403656914271922,0.26579714878201577,2
VRSK,0.09477571569737622,0.04522774185205777,0.14883120042710396,0.10010207608728774,0.7986558098658536,0.3242952374562069,0
VRSN,0.15585257060253924,0.11655721140065672,0.2008261870103398,0.12491704749513552,0.8663147281951624,0.47870661725973573,0
VRTX,0.164670750268075,0.2537732492210798,0.31227835453554187,0.14459255126902798,0.762693097001397,0.44513421172357703,0
VTR,0.038419965195628875,0.08435718032984718,0.1946762874339685,0.270989936361806,0.39954786057037356,0.10999273261940384,2
VTRS,0.022725156970815175,0.3195219512565719,0.36561525332747824,0.6517018973764434,0.18798581775085302,0.7568870508097315,1
VZ,0.030899056436457212,0.05380940194959935,0.15153316179045395,0.11526955497235239,0.5134176875032321,0.19315123107788318,0
WAB,0.03795731724931811,0.20900777907677875,0.2843200841216704,0.4249810582478185,0.3654098271339515,0.507665828586723,1
WAT,0.08041172128519522,0.12137880931038803,0.19128684493729672,0.1443292292522631,0.637176128642692,0.4258683917542018,0
WBA,0.008666672875859677,0.14202052575060764,0.2245363989397058,0.38275708700820843,0.23860567929705434,0.4262653187848569,2
WBD,0.021812729099736305,0.23945033207231897,0.35097354622508015,0.42233609925416227,0.4305000982724268,0.3931058526841891,2
WDC,0.05573473592778197,0.34008433811928174,0.3855624168919749,0.6708961975609644,0.4030727265986639,0.8463381715779432,1
WEC,0.07803922312309194,0.013136901791639233,0.1390562039942253,0.0658969161142764,0.7924591251939208,0.0881809282806944,0
WELL,0.059230633936293964,0.07158735762506133,0.19112522769568716,0.28140184985911953,0.5818721547921726,0.10748843487152226,0
WFC,0.021994250300767293,0.08764332857386165,0.18364324439436155,0.2698024870834859,0.3876809259336513,0.4074788044913452,2
WHR,0.010529518794740872,0.19358724330603427,0.26215970466367455,0.43677995738039044,0.31860825208583454,0.508640860009006,2
WM,0.07612653150962537,0.015052998767648429,0.11119394322423232,0.03538125090550823,0.798749284221187,0.22888109480699176,0
WMB,0.010846907989978283,0.11171177265838772,0.22672085556343216,0.30278302068668217,0.28955632838222367,0.3835626256229772,2
WMT,0.08349180985677385,0.07240375476707483,0.14416401738686183,0.17572964244025474,0.7361386251171789,0.23905442212863276,0
WRB,0.07109908311077429,0.024872656964017553,0.1430113886492505,0.05518744281574378,0.7476864011579142,0.26820491078989667,0
WRK,0.04138472580766825,0.17447400089849302,0.2611533582511689,0.4914518127750309,0.33914577658352074,0.6105130916066761,1
WST,0.07914796943462798,0.12950614242265268,0.21265990690811917,0.18773406252658575,0.6724095337889379,0.3887076348986064,0
WTW,0.07055305827327954,0.05583308147677152,0.17466464099972479,0.0952091450678435,0.7218386544979742,0.39510781402169143,0
WY,0.034004426031795904,0.09555761291765802,0.19907341362789802,0.4072014816171263,0.4162497851143635,0.42068839786618667,2
WYNN,0.11940440760805207,0.31755463570672243,0.3436312052906515,0.5218713769909289,0.5621687881343093,0.7695645637874033,1
XEL,0.07207709143366217,0.013259851674014583,0.13980643554802147,0.10109310653348563,0.7789897515322584,0.12153162912442611,0
XOM,0.00253404917621311,0.0526465691442618,0.13367040147071718,0.17256731048805002,0.26479711497346636,0.4037719763166392,2
XRAY,0.018431623369676825,0.16071946527897835,0.23040367766394068,0.47527734575816427,0.3607649698403881,0.3545317170616844,2
XYL,0.07296098021296527,0.10854840847917169,0.19671704214284066,0.18652214016281887,0.6431577478143604,0.4797811568547319,0
YUM,0.09034133322877924,0.0361162685218451,0.13504561003295892,0.10578193121204152,0.7375829945718227,0.2199530310338783,0
ZBH,0.04913545823146692,0.10319869556594702,0.1990185109409016,0.20118176553975564,0.5758270109612547,0.37727308469608,0
ZBRA,0.16564833628523631,0.2725230157712611,0.3162002978684779,0.23299214933320755,0.7571146200538696,0.6211779023924542,0
ZION,0.0383610315718283,0.13638005087545035,0.25017743407824056,0.2873185315266845,0.48298126131358066,0.4719168846230832,2
ZTS,0.1343689073841113,0.08180729220352606,0.17516013269812103,0.09203325245103605,0.9200375221137717,0.38704572546791216,0
